schema,table,column,position,data_type,max_length,precision,scale,nullable,default,comment,key_type,fk_table,fk_column
compliance,quality_deviations,qa_reviewed_by,23,integer,,32,,YES,,,FK,org_users,user_id
compliance,quality_deviations,qa_reviewed_date,24,date,,,,YES,,,,,
compliance,quality_deviations,deviation_status,25,text,,,,YES,'open'::text,,,,
compliance,quality_deviations,closed_date,26,date,,,,YES,,,,,
compliance,quality_deviations,closed_by,27,integer,,32,,YES,,,FK,org_users,user_id
compliance,quality_deviations,created_at,28,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
compliance,quality_deviations,updated_at,29,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
compliance,regulatory_authorities,authority_id,1,integer,,32,,NO,nextval('compliance.regulatory_authorities_authority_id_seq'::regclass),,PK,,
compliance,regulatory_authorities,authority_code,2,text,,,,NO,,,,,
compliance,regulatory_authorities,authority_name,3,text,,,,NO,,,,,
compliance,regulatory_authorities,authority_type,4,text,,,,NO,,,,,
compliance,regulatory_authorities,jurisdiction_level,5,text,,,,NO,,,,,
compliance,regulatory_authorities,state,6,text,,,,YES,,,,,
compliance,regulatory_authorities,district,7,text,,,,YES,,,,,
compliance,regulatory_authorities,contact_info,8,jsonb,,,,YES,'{}'::jsonb,,,,
compliance,regulatory_authorities,routine_inspection_frequency_days,9,integer,,32,,YES,,,,,
compliance,regulatory_authorities,is_active,10,boolean,,,,YES,true,,,,
compliance,regulatory_authorities,created_at,11,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
compliance,regulatory_inspections,inspection_id,1,integer,,32,,NO,nextval('compliance.regulatory_inspections_inspection_id_seq'::regclass),,PK,,
compliance,regulatory_inspections,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
compliance,regulatory_inspections,branch_id,3,integer,,32,,YES,,,FK,org_branches,branch_id
compliance,regulatory_inspections,inspection_date,4,date,,,,NO,,,,,
compliance,regulatory_inspections,inspection_type,5,text,,,,NO,,,,,
compliance,regulatory_inspections,authority_id,6,integer,,32,,NO,,,FK,regulatory_authorities,authority_id
compliance,regulatory_inspections,license_id,7,integer,,32,,YES,,,FK,org_licenses,license_id
compliance,regulatory_inspections,inspectors,8,jsonb,,,,YES,'[]'::jsonb,,,,
compliance,regulatory_inspections,inspection_scope,9,text,,,,NO,,,,,
compliance,regulatory_inspections,areas_inspected,10,ARRAY,,,,YES,,,,,
compliance,regulatory_inspections,total_observations,11,integer,,32,,YES,0,,,,
compliance,regulatory_inspections,critical_observations,12,integer,,32,,YES,0,,,,
compliance,regulatory_inspections,major_observations,13,integer,,32,,YES,0,,,,
compliance,regulatory_inspections,minor_observations,14,integer,,32,,YES,0,,,,
compliance,regulatory_inspections,inspection_findings,15,jsonb,,,,YES,'[]'::jsonb,,,,
compliance,regulatory_inspections,overall_result,16,text,,,,YES,,,,,
compliance,regulatory_inspections,follow_up_required,17,boolean,,,,YES,false,,,,
compliance,regulatory_inspections,follow_up_date,18,date,,,,YES,,,,,
compliance,regulatory_inspections,follow_up_completed,19,boolean,,,,YES,false,,,,
compliance,regulatory_inspections,inspection_report_date,20,date,,,,YES,,,,,
compliance,regulatory_inspections,inspection_report_path,21,text,,,,YES,,,,,
compliance,regulatory_inspections,inspection_status,22,text,,,,YES,'scheduled'::text,,,,
compliance,regulatory_inspections,notes,23,text,,,,YES,,,,,
compliance,regulatory_inspections,created_at,24,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
compliance,regulatory_inspections,updated_at,25,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
compliance,regulatory_inspections,created_by,26,integer,,32,,NO,,,FK,org_users,user_id
compliance,required_licenses,requirement_id,1,integer,,32,,NO,nextval('compliance.required_licenses_requirement_id_seq'::regclass),,PK,,
compliance,required_licenses,license_type,2,text,,,,NO,,,,,
compliance,required_licenses,license_category,3,text,,,,YES,,,,,
compliance,required_licenses,regulatory_body,4,text,,,,YES,,,,,
compliance,required_licenses,applicable_to,5,ARRAY,,,,YES,,,,,
compliance,required_licenses,is_mandatory,6,boolean,,,,YES,true,,,,
compliance,required_licenses,created_at,7,timestamp without time zone,,,,YES,CURRENT_TIMESTAMP,,,,
compliance,temperature_logs,log_id,1,integer,,32,,NO,nextval('compliance.temperature_logs_log_id_seq'::regclass),,PK,,
compliance,temperature_logs,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
compliance,temperature_logs,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
compliance,temperature_logs,location_id,4,integer,,32,,NO,,,FK,storage_locations,location_id
compliance,temperature_logs,device_id,5,text,,,,NO,,,,,
compliance,temperature_logs,device_type,6,text,,,,NO,,,,,
compliance,temperature_logs,temperature,7,numeric,,5,2,NO,,,,,
compliance,temperature_logs,humidity,8,numeric,,5,2,YES,,,,,
compliance,temperature_logs,recorded_at,9,timestamp with time zone,,,,NO,CURRENT_TIMESTAMP,,,,
compliance,temperature_logs,within_range,10,boolean,,,,NO,,,,,
compliance,temperature_logs,min_allowed,11,numeric,,5,2,NO,,,,,
compliance,temperature_logs,max_allowed,12,numeric,,5,2,NO,,,,,
compliance,temperature_logs,is_excursion,13,boolean,,,,YES,false,,,,
compliance,temperature_logs,excursion_duration_minutes,14,integer,,32,,YES,,,,,
compliance,temperature_logs,excursion_severity,15,text,,,,YES,,,,,
compliance,temperature_logs,action_required,16,boolean,,,,YES,false,,,,
compliance,temperature_logs,action_taken,17,text,,,,YES,,,,,
compliance,temperature_logs,action_by,18,integer,,32,,YES,,,FK,org_users,user_id
compliance,temperature_logs,action_timestamp,19,timestamp with time zone,,,,YES,,,,,
compliance,temperature_logs,affected_products,20,ARRAY,,,,YES,,,,,
compliance,temperature_logs,affected_batches,21,ARRAY,,,,YES,,,,,
compliance,temperature_logs,created_at,22,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
compliance,temperature_zones,zone_id,1,integer,,32,,NO,nextval('compliance.temperature_zones_zone_id_seq'::regclass),,PK,,
compliance,temperature_zones,org_id,2,uuid,,,,NO,,,,,
compliance,temperature_zones,zone_name,3,text,,,,NO,,,,,
compliance,temperature_zones,zone_type,4,text,,,,NO,,,,,
compliance,temperature_zones,min_temperature,5,numeric,,5,2,YES,,,,,
compliance,temperature_zones,max_temperature,6,numeric,,5,2,YES,,,,,
compliance,temperature_zones,last_reading,7,timestamp with time zone,,,,YES,,,,,
compliance,temperature_zones,is_active,8,boolean,,,,YES,true,,,,
compliance,temperature_zones,created_at,9,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,alert_definitions,alert_id,1,integer,,32,,NO,nextval('analytics.alert_definitions_alert_id_seq'::regclass),,PK,,
analytics,alert_definitions,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,alert_definitions,alert_code,3,text,,,,NO,,,,,
analytics,alert_definitions,alert_name,4,text,,,,NO,,,,,
analytics,alert_definitions,alert_category,5,text,,,,NO,,,,,
analytics,alert_definitions,trigger_type,6,text,,,,NO,,,,,
analytics,alert_definitions,check_query,7,text,,,,NO,,,,,
analytics,alert_definitions,check_frequency_minutes,8,integer,,32,,YES,60,,,,
analytics,alert_definitions,conditions,9,jsonb,,,,NO,,,,,
analytics,alert_definitions,severity,10,text,,,,NO,,,,,
analytics,alert_definitions,notification_channels,11,ARRAY,,,,YES,"'{email,dashboard}'::text[]",,,,
analytics,alert_definitions,recipients,12,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,alert_definitions,message_template,13,text,,,,YES,,,,,
analytics,alert_definitions,cooldown_minutes,14,integer,,32,,YES,60,,,,
analytics,alert_definitions,is_active,15,boolean,,,,YES,true,,,,
analytics,alert_definitions,created_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,alert_definitions,updated_at,17,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,alert_definitions,created_by,18,integer,,32,,NO,,,FK,org_users,user_id
analytics,alert_history,history_id,1,integer,,32,,NO,nextval('analytics.alert_history_history_id_seq'::regclass),,PK,,
analytics,alert_history,alert_id,2,integer,,32,,NO,,,FK,alert_definitions,alert_id
analytics,alert_history,triggered_at,3,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,alert_history,trigger_value,4,text,,,,YES,,,,,
analytics,alert_history,trigger_details,5,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,alert_history,severity,6,text,,,,NO,,,,,
analytics,alert_history,message,7,text,,,,NO,,,,,
analytics,alert_history,notifications_sent,8,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,alert_history,acknowledged,9,boolean,,,,YES,false,,,,
analytics,alert_history,acknowledged_by,10,integer,,32,,YES,,,FK,org_users,user_id
analytics,alert_history,acknowledged_at,11,timestamp with time zone,,,,YES,,,,,
analytics,alert_history,acknowledgment_notes,12,text,,,,YES,,,,,
analytics,alert_history,resolved,13,boolean,,,,YES,false,,,,
analytics,alert_history,resolved_by,14,integer,,32,,YES,,,FK,org_users,user_id
analytics,alert_history,resolved_at,15,timestamp with time zone,,,,YES,,,,,
analytics,alert_history,resolution_notes,16,text,,,,YES,,,,,
analytics,alert_history,alert_status,17,text,,,,YES,'open'::text,,,,
analytics,alert_history,created_at,18,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,dashboard_cache,cache_id,1,integer,,32,,NO,nextval('analytics.dashboard_cache_cache_id_seq'::regclass),,PK,,
analytics,dashboard_cache,org_id,2,uuid,,,,YES,,,,,
analytics,dashboard_cache,metric_type,3,character varying,50,,,YES,,,,,
analytics,dashboard_cache,metric_name,4,character varying,100,,,YES,,,,,
analytics,dashboard_cache,metric_value,5,numeric,,,,YES,0,,,,
analytics,dashboard_cache,metric_date,6,date,,,,YES,,,,,
analytics,dashboard_cache,last_updated,7,timestamp without time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,dashboard_cache,created_at,8,timestamp without time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,dashboard_widgets,widget_id,1,integer,,32,,NO,nextval('analytics.dashboard_widgets_widget_id_seq'::regclass),,PK,,
analytics,dashboard_widgets,dashboard_id,2,integer,,32,,NO,,,FK,dashboards,dashboard_id
analytics,dashboard_widgets,widget_type,3,text,,,,NO,,,,,
analytics,dashboard_widgets,widget_title,4,text,,,,NO,,,,,
analytics,dashboard_widgets,data_query,5,text,,,,NO,,,,,
analytics,dashboard_widgets,refresh_interval_seconds,6,integer,,32,,YES,,,,,
analytics,dashboard_widgets,chart_type,7,text,,,,YES,,,,,
analytics,dashboard_widgets,chart_config,8,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,dashboard_widgets,position_x,9,integer,,32,,NO,,,,,
analytics,dashboard_widgets,position_y,10,integer,,32,,NO,,,,,
analytics,dashboard_widgets,width,11,integer,,32,,NO,4,,,,
analytics,dashboard_widgets,height,12,integer,,32,,NO,4,,,,
analytics,dashboard_widgets,is_interactive,13,boolean,,,,YES,true,,,,
analytics,dashboard_widgets,drill_down_enabled,14,boolean,,,,YES,false,,,,
analytics,dashboard_widgets,drill_down_dashboard_id,15,integer,,32,,YES,,,FK,dashboards,dashboard_id
analytics,dashboard_widgets,thresholds,16,jsonb,,,,YES,'[]'::jsonb,,,,
analytics,dashboard_widgets,display_order,17,integer,,32,,YES,,,,,
analytics,dashboard_widgets,is_active,18,boolean,,,,YES,true,,,,
analytics,dashboard_widgets,created_at,19,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,dashboard_widgets,updated_at,20,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,dashboards,dashboard_id,1,integer,,32,,NO,nextval('analytics.dashboards_dashboard_id_seq'::regclass),,PK,,
analytics,dashboards,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,dashboards,dashboard_code,3,text,,,,NO,,,,,
analytics,dashboards,dashboard_name,4,text,,,,NO,,,,,
analytics,dashboards,dashboard_category,5,text,,,,NO,,,,,
analytics,dashboards,description,6,text,,,,YES,,,,,
analytics,dashboards,layout_type,7,text,,,,YES,'grid'::text,,,,
analytics,dashboards,layout_config,8,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,dashboards,auto_refresh,9,boolean,,,,YES,false,,,,
analytics,dashboards,refresh_interval_seconds,10,integer,,32,,YES,300,,,,
analytics,dashboards,is_public,11,boolean,,,,YES,false,,,,
analytics,dashboards,allowed_roles,12,ARRAY,,,,YES,,,,,
analytics,dashboards,default_filters,13,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,dashboards,is_active,14,boolean,,,,YES,true,,,,
analytics,dashboards,created_at,15,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,dashboards,updated_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,dashboards,created_by,17,integer,,32,,NO,,,FK,org_users,user_id
analytics,data_quality_metrics,metric_id,1,integer,,32,,NO,nextval('analytics.data_quality_metrics_metric_id_seq'::regclass),,PK,,
analytics,data_quality_metrics,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,data_quality_metrics,check_date,3,date,,,,NO,CURRENT_DATE,,,,
analytics,data_quality_metrics,table_schema,4,text,,,,NO,,,,,
analytics,data_quality_metrics,table_name,5,text,,,,NO,,,,,
analytics,data_quality_metrics,total_records,6,integer,,32,,NO,,,,,
analytics,data_quality_metrics,null_count,7,integer,,32,,YES,0,,,,
analytics,data_quality_metrics,duplicate_count,8,integer,,32,,YES,0,,,,
analytics,data_quality_metrics,field_checks,9,jsonb,,,,YES,'[]'::jsonb,,,,
analytics,data_quality_metrics,completeness_score,10,numeric,,5,2,YES,,,,,
analytics,data_quality_metrics,validity_score,11,numeric,,5,2,YES,,,,,
analytics,data_quality_metrics,consistency_score,12,numeric,,5,2,YES,,,,,
analytics,data_quality_metrics,overall_quality_score,13,numeric,,5,2,YES,,,,,
analytics,data_quality_metrics,critical_issues,14,integer,,32,,YES,0,,,,
analytics,data_quality_metrics,major_issues,15,integer,,32,,YES,0,,,,
analytics,data_quality_metrics,minor_issues,16,integer,,32,,YES,0,,,,
analytics,data_quality_metrics,check_status,17,text,,,,YES,'completed'::text,,,,
analytics,data_quality_metrics,created_at,18,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,data_quality_metrics,checked_by,19,integer,,32,,YES,,,FK,org_users,user_id
analytics,kpi_definitions,kpi_id,1,integer,,32,,NO,nextval('analytics.kpi_definitions_kpi_id_seq'::regclass),,PK,,
analytics,kpi_definitions,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,kpi_definitions,kpi_code,3,text,,,,NO,,,,,
analytics,kpi_definitions,kpi_name,4,text,,,,NO,,,,,
analytics,kpi_definitions,kpi_category,5,text,,,,NO,,,,,
analytics,kpi_definitions,calculation_query,6,text,,,,NO,,,,,
analytics,kpi_definitions,aggregation_type,7,text,,,,NO,,,,,
analytics,kpi_definitions,unit_of_measure,8,text,,,,YES,,,,,
analytics,kpi_definitions,display_format,9,text,,,,YES,,,,,
analytics,kpi_definitions,decimal_places,10,integer,,32,,YES,2,,,,
analytics,kpi_definitions,target_type,11,text,,,,YES,,,,,
analytics,kpi_definitions,target_value,12,numeric,,15,4,YES,,,,,
analytics,kpi_definitions,target_query,13,text,,,,YES,,,,,
analytics,kpi_definitions,calculation_frequency,14,text,,,,NO,,,,,
analytics,kpi_definitions,track_trend,15,boolean,,,,YES,true,,,,
analytics,kpi_definitions,trend_period_days,16,integer,,32,,YES,30,,,,
analytics,kpi_definitions,alert_enabled,17,boolean,,,,YES,false,,,,
analytics,kpi_definitions,alert_threshold_type,18,text,,,,YES,,,,,
analytics,kpi_definitions,alert_threshold_value,19,numeric,,15,4,YES,,,,,
analytics,kpi_definitions,alert_recipients,20,ARRAY,,,,YES,,,,,
analytics,kpi_definitions,is_active,21,boolean,,,,YES,true,,,,
analytics,kpi_definitions,created_at,22,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,kpi_definitions,updated_at,23,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,kpi_definitions,created_by,24,integer,,32,,NO,,,FK,org_users,user_id
analytics,kpi_values,value_id,1,integer,,32,,NO,nextval('analytics.kpi_values_value_id_seq'::regclass),,PK,,
analytics,kpi_values,kpi_id,2,integer,,32,,NO,,,FK,kpi_definitions,kpi_id
analytics,kpi_values,calculation_date,3,date,,,,NO,,,,,
analytics,kpi_values,period_type,4,text,,,,NO,,,,,
analytics,kpi_values,actual_value,5,numeric,,15,4,NO,,,,,
analytics,kpi_values,target_value,6,numeric,,15,4,YES,,,,,
analytics,kpi_values,previous_value,7,numeric,,15,4,YES,,,,,
analytics,kpi_values,variance_amount,8,numeric,,15,4,YES,,,,,
analytics,kpi_values,variance_percentage,9,numeric,,10,2,YES,,,,,
analytics,kpi_values,achievement_percentage,10,numeric,,10,2,YES,,,,,
analytics,kpi_values,trend_direction,11,text,,,,YES,,,,,
analytics,kpi_values,trend_percentage,12,numeric,,10,2,YES,,,,,
analytics,kpi_values,status,13,text,,,,YES,,,,,
analytics,kpi_values,calculation_time,14,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,kpi_values,calculation_duration_ms,15,integer,,32,,YES,,,,,
analytics,kpi_values,data_quality_score,16,numeric,,5,2,YES,,,,,
analytics,kpi_values,created_at,17,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,product_consumption_stats,stat_id,1,integer,,32,,NO,nextval('analytics.product_consumption_stats_stat_id_seq'::regclass),,PK,,
analytics,product_consumption_stats,org_id,2,integer,,32,,NO,,,,,
analytics,product_consumption_stats,product_id,3,integer,,32,,YES,,,FK,products,product_id
analytics,product_consumption_stats,branch_id,4,integer,,32,,YES,,,,,
analytics,product_consumption_stats,calculation_date,5,date,,,,NO,,,,,
analytics,product_consumption_stats,daily_consumption,6,numeric,,12,3,YES,,,,,
analytics,product_consumption_stats,weekly_consumption,7,numeric,,12,3,YES,,,,,
analytics,product_consumption_stats,monthly_consumption,8,numeric,,12,3,YES,,,,,
analytics,product_consumption_stats,trend_direction,9,text,,,,YES,,,,,
analytics,product_consumption_stats,created_at,10,timestamp without time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,report_execution_history,execution_id,1,integer,,32,,NO,nextval('analytics.report_execution_history_execution_id_seq'::regclass),,PK,,
analytics,report_execution_history,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,report_execution_history,template_id,3,integer,,32,,NO,,,FK,report_templates,template_id
analytics,report_execution_history,schedule_id,4,integer,,32,,YES,,,FK,report_schedules,schedule_id
analytics,report_execution_history,execution_date,5,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,report_execution_history,executed_by,6,integer,,32,,YES,,,FK,org_users,user_id
analytics,report_execution_history,execution_type,7,text,,,,NO,,,,,
analytics,report_execution_history,parameters_used,8,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,report_execution_history,start_time,9,timestamp with time zone,,,,YES,,,,,
analytics,report_execution_history,end_time,10,timestamp with time zone,,,,YES,,,,,
analytics,report_execution_history,execution_time_ms,11,integer,,32,,YES,,,,,
analytics,report_execution_history,rows_processed,12,integer,,32,,YES,,,,,
analytics,report_execution_history,output_format,13,text,,,,YES,,,,,
analytics,report_execution_history,file_size_bytes,14,integer,,32,,YES,,,,,
analytics,report_execution_history,file_path,15,text,,,,YES,,,,,
analytics,report_execution_history,execution_status,16,text,,,,YES,'pending'::text,,,,
analytics,report_execution_history,error_message,17,text,,,,YES,,,,,
analytics,report_execution_history,emailed_to,18,ARRAY,,,,YES,,,,,
analytics,report_execution_history,email_sent_at,19,timestamp with time zone,,,,YES,,,,,
analytics,report_execution_history,created_at,20,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,report_schedules,schedule_id,1,integer,,32,,NO,nextval('analytics.report_schedules_schedule_id_seq'::regclass),,PK,,
analytics,report_schedules,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,report_schedules,template_id,3,integer,,32,,NO,,,FK,report_templates,template_id
analytics,report_schedules,schedule_name,4,text,,,,NO,,,,,
analytics,report_schedules,frequency,5,text,,,,NO,,,,,
analytics,report_schedules,run_time,6,time without time zone,,,,YES,'08:00:00'::time without time zone,,,,
analytics,report_schedules,run_day_of_week,7,integer,,32,,YES,,,,,
analytics,report_schedules,run_day_of_month,8,integer,,32,,YES,,,,,
analytics,report_schedules,report_parameters,9,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,report_schedules,email_recipients,10,ARRAY,,,,YES,,,,,
analytics,report_schedules,cc_recipients,11,ARRAY,,,,YES,,,,,
analytics,report_schedules,output_format,12,text,,,,NO,'pdf'::text,,,,
analytics,report_schedules,next_run_date,13,timestamp with time zone,,,,YES,,,,,
analytics,report_schedules,last_run_date,14,timestamp with time zone,,,,YES,,,,,
analytics,report_schedules,is_active,15,boolean,,,,YES,true,,,,
analytics,report_schedules,created_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,report_schedules,created_by,17,integer,,32,,NO,,,FK,org_users,user_id
analytics,report_templates,template_id,1,integer,,32,,NO,nextval('analytics.report_templates_template_id_seq'::regclass),,PK,,
analytics,report_templates,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,report_templates,template_code,3,text,,,,NO,,,,,
analytics,report_templates,template_name,4,text,,,,NO,,,,,
analytics,report_templates,report_category,5,text,,,,NO,,,,,
analytics,report_templates,report_type,6,text,,,,NO,,,,,
analytics,report_templates,query_template,7,text,,,,NO,,,,,
analytics,report_templates,parameters,8,jsonb,,,,YES,'[]'::jsonb,,,,
analytics,report_templates,output_formats,9,ARRAY,,,,YES,"'{pdf,excel,csv}'::text[]",,,,
analytics,report_templates,default_format,10,text,,,,YES,'pdf'::text,,,,
analytics,report_templates,layout_config,11,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,report_templates,schedulable,12,boolean,,,,YES,true,,,,
analytics,report_templates,required_roles,13,ARRAY,,,,YES,,,,,
analytics,report_templates,is_active,14,boolean,,,,YES,true,,,,
analytics,report_templates,created_at,15,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,report_templates,updated_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
analytics,report_templates,created_by,17,integer,,32,,NO,,,FK,org_users,user_id
analytics,user_activity_analytics,analytics_id,1,integer,,32,,NO,nextval('analytics.user_activity_analytics_analytics_id_seq'::regclass),,PK,,
analytics,user_activity_analytics,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
analytics,user_activity_analytics,user_id,3,integer,,32,,NO,,,FK,org_users,user_id
analytics,user_activity_analytics,activity_date,4,date,,,,NO,,,,,
analytics,user_activity_analytics,login_count,5,integer,,32,,YES,0,,,,
analytics,user_activity_analytics,first_login_time,6,time without time zone,,,,YES,,,,,
analytics,user_activity_analytics,last_login_time,7,time without time zone,,,,YES,,,,,
analytics,user_activity_analytics,total_session_duration_minutes,8,integer,,32,,YES,0,,,,
analytics,user_activity_analytics,features_used,9,ARRAY,,,,YES,,,,,
analytics,user_activity_analytics,most_used_feature,10,text,,,,YES,,,,,
analytics,user_activity_analytics,transactions_created,11,integer,,32,,YES,0,,,,
analytics,user_activity_analytics,transactions_value,12,numeric,,15,2,YES,0,,,,
analytics,user_activity_analytics,module_activity,13,jsonb,,,,YES,'{}'::jsonb,,,,
analytics,user_activity_analytics,average_page_load_time_ms,14,integer,,32,,YES,,,,,
analytics,user_activity_analytics,slow_queries_count,15,integer,,32,,YES,0,,,,
analytics,user_activity_analytics,errors_encountered,16,integer,,32,,YES,0,,,,
analytics,user_activity_analytics,devices_used,17,jsonb,,,,YES,'[]'::jsonb,,,,
analytics,user_activity_analytics,locations,18,jsonb,,,,YES,'[]'::jsonb,,,,
analytics,user_activity_analytics,created_at,19,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
system_config,api_logs,log_id,1,integer,,32,,NO,nextval('system_config.api_logs_log_id_seq'::regclass),,PK,,
system_config,api_logs,request_id,2,uuid,,,,YES,gen_random_uuid(),,,,
system_config,api_logs,user_id,3,integer,,32,,YES,,,,,
system_config,api_logs,endpoint,4,text,,,,YES,,,,,
system_config,api_logs,method,5,text,,,,YES,,,,,
system_config,api_logs,status,6,text,,,,YES,,,,,
system_config,api_logs,started_at,7,timestamp without time zone,,,,YES,,,,,
system_config,api_logs,completed_at,8,timestamp without time zone,,,,YES,,,,,
system_config,api_logs,response_code,9,integer,,32,,YES,,,,,
system_config,api_logs,error_message,10,text,,,,YES,,,,,
system_config,api_logs,created_at,11,timestamp without time zone,,,,YES,CURRENT_TIMESTAMP,,,,
system_config,api_usage_log,log_id,1,bigint,,64,,NO,nextval('system_config.api_usage_log_log_id_seq'::regclass),,PK,,
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log,endpoint,3,text,,,,NO,,,,,
system_config,api_usage_log,method,4,text,,,,NO,,,,,
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,user_id,5,integer,,32,,YES,,,FK,org_users,user_id
system_config,api_usage_log,ip_address,6,inet,,,,YES,,,,,
system_config,api_usage_log,user_agent,7,text,,,,YES,,,,,
system_config,api_usage_log,request_timestamp,8,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
system_config,api_usage_log,response_time_ms,9,integer,,32,,YES,,,,,
system_config,api_usage_log,status_code,10,integer,,32,,YES,,,,,
system_config,api_usage_log,request_size_bytes,11,integer,,32,,YES,,,,,
system_config,api_usage_log,response_size_bytes,12,integer,,32,,YES,,,,,
system_config,api_usage_log,error_occurred,13,boolean,,,,YES,false,,,,
system_config,api_usage_log,error_message,14,text,,,,YES,,,,,
system_config,api_usage_log,rate_limit_remaining,15,integer,,32,,YES,,,,,
system_config,api_usage_log,created_at,16,timestamp with time zone,,,,NO,CURRENT_TIMESTAMP,,PK,,
system_config,api_usage_log_2024_01,log_id,1,bigint,,64,,NO,nextval('system_config.api_usage_log_log_id_seq'::regclass),,PK,,
system_config,api_usage_log_2024_01,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log_2024_01,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log_2024_01,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
system_config,api_usage_log_2024_01,org_id,2,uuid,,,,YES,,,FK,organizations,org_id
